"PointID","x","y","z","Pressure","Velocity_x","Velocity_y","Velocity_z","Nu_Tilde","Pressure_Coefficient","Density","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Skin_Friction_Coefficient_z","Heat_Flux","Y_Plus","Eddy_Viscosity"
78985, -4.463720629223341e-002, -2.252798712843365e-002, 6.896552212279365e-004, 2.388413824478130e-002, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 4.776827648956260e-002, 1.000000000000000e+000, 1.000000000000000e-005, 1.949044200807024e-002, -3.861638342091898e-002, 1.364623044764962e-004, -0.000000000000000e+000, 1.400004255185290e+000, 0.000000000000000e+000
78986, -4.522099216565684e-002, -2.132703320163339e-002, 0.000000000000000e+000, 6.589567228459334e-002, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 1.317913445691867e-001, 1.000000000000000e+000, 1.000000000000000e-005, 1.742382889217439e-002, -3.701891786793871e-002, -1.079672220190836e-004, -0.000000000000000e+000, 1.357324461979080e+000, 0.000000000000000e+000
78987, -4.522099220765483e-002, -2.132703311181348e-002, 6.896552212279375e-004, 6.592753444362597e-002, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 1.318550688872519e-001, 1.000000000000000e+000, 1.000000000000000e-005, 1.740037336694619e-002, -3.696908405606246e-002, 1.344116138570060e-004, -0.000000000000000e+000, 1.356411866370617e+000, 0.000000000000000e+000
78988, -4.577444160327329e-002, -2.011180059820947e-002, 0.000000000000000e+000, 1.043733906343698e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 2.087467812687396e-001, 1.000000000000000e+000, 1.000000000000000e-005, 1.578156171000717e-002, -3.584580543872675e-002, -1.082804887666063e-004, -0.000000000000000e+000, 1.324073815523499e+000, 0.000000000000000e+000
78989, -4.577444164131299e-002, -2.011180051245033e-002, 6.896552212279382e-004, 1.043996478088252e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 2.087992956176504e-001, 1.000000000000000e+000, 1.000000000000000e-005, 1.576320071793058e-002, -3.580410091102156e-002, 1.328058414470082e-004, -0.000000000000000e+000, 1.323304633241608e+000, 0.000000000000000e+000
78990, -4.629701871910628e-002, -1.888297607111616e-002, 0.000000000000000e+000, 1.432994441245042e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 2.865988882490084e-001, 1.000000000000000e+000, 1.000000000000000e-005, 1.432511489534837e-002, -3.512687669355772e-002, -1.087385255665595e-004, -0.000000000000000e+000, 1.299465865321718e+000, 0.000000000000000e+000
78991, -4.629701875153387e-002, -1.888297598938964e-002, 6.896552212279392e-004, 1.433193785036149e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 2.866387570072298e-001, 1.000000000000000e+000, 1.000000000000000e-005, 1.431071656025872e-002, -3.509157039513953e-002, 1.325210324633028e-004, -0.000000000000000e+000, 1.298813951736333e+000, 0.000000000000000e+000
78992, -4.678281422841301e-002, -1.763915161262057e-002, 0.000000000000000e+000, 1.805217051591187e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 3.610434103182374e-001, 1.000000000000000e+000, 1.000000000000000e-005, 1.247742711452749e-002, -3.316247332803176e-002, -1.068163047915187e-004, -0.000000000000000e+000, 1.252567048515196e+000, 0.000000000000000e+000
78993, -4.678281425713126e-002, -1.763915153582300e-002, 6.896552212279399e-004, 1.805332655086738e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 3.610665310173476e-001, 1.000000000000000e+000, 1.000000000000000e-005, 1.246663743331045e-002, -3.313379661757328e-002, 1.301407823333146e-004, -0.000000000000000e+000, 1.252026747968181e+000, 0.000000000000000e+000
78994, -4.723741605271724e-002, -1.638359048636551e-002, 0.000000000000000e+000, 2.144453018537619e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 4.288906037075238e-001, 1.000000000000000e+000, 1.000000000000000e-005, 1.102118129872946e-002, -3.170681306906988e-002, -1.047289131139704e-004, -0.000000000000000e+000, 1.216182002350717e+000, 0.000000000000000e+000
78995, -4.723741607806464e-002, -1.638359041424502e-002, 6.896552212279404e-004, 2.144528078410375e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 4.289056156820750e-001, 1.000000000000000e+000, 1.000000000000000e-005, 1.101297408856486e-002, -3.168320187046410e-002, 1.284609033661369e-004, -0.000000000000000e+000, 1.215730588357672e+000, 0.000000000000000e+000
78996, -4.765958991366730e-002, -1.511675750940223e-002, 0.000000000000000e+000, 2.480769114608129e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 4.961538229216257e-001, 1.000000000000000e+000, 1.000000000000000e-005, 9.665197603825778e-003, -3.048445886026233e-002, -1.025102762370628e-004, -0.000000000000000e+000, 1.184374428510393e+000, 0.000000000000000e+000
78997, -4.765958993434261e-002, -1.511675744213768e-002, 6.896552212279412e-004, 2.480799337528024e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 4.961598675056048e-001, 1.000000000000000e+000, 1.000000000000000e-005, 9.658941634527171e-003, -3.046472736148958e-002, 1.275149504461830e-004, -0.000000000000000e+000, 1.183992735453542e+000, 0.000000000000000e+000
78998, -4.804447183852099e-002, -1.383810100183615e-002, 0.000000000000000e+000, 2.794378550743912e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 5.588757101487823e-001, 1.000000000000000e+000, 1.000000000000000e-005, 8.141347800989230e-003, -2.832329479160442e-002, -9.819237550927973e-005, -0.000000000000000e+000, 1.134575457337032e+000, 0.000000000000000e+000
78999, -4.804447185619325e-002, -1.383810093999025e-002, 6.896552212279417e-004, 2.794352787524350e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 5.588705575048700e-001, 1.000000000000000e+000, 1.000000000000000e-005, 8.136718099056122e-003, -2.830718838029682e-002, 1.250049196731197e-004, -0.000000000000000e+000, 1.134254775517026e+000, 0.000000000000000e+000
79000, -4.839731976190642e-002, -1.255023652783704e-002, 0.000000000000000e+000, 3.078134239172539e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 6.156268478345078e-001, 1.000000000000000e+000, 1.000000000000000e-005, 6.917323033271252e-003, -2.660850590505048e-002, -9.379253065599907e-005, -0.000000000000000e+000, 1.093761540412613e+000, 0.000000000000000e+000
79001, -4.839731977687869e-002, -1.255023647120113e-002, 6.896552212279422e-004, 3.078066166363351e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 6.156132332726703e-001, 1.000000000000000e+000, 1.000000000000000e-005, 6.913814387552589e-003, -2.659500946773111e-002, 1.232579989832701e-004, -0.000000000000000e+000, 1.093486433382735e+000, 0.000000000000000e+000
79002, -4.871636015976907e-002, -1.125358322608910e-002, 0.000000000000000e+000, 3.351713406838841e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 6.703426813677682e-001, 1.000000000000000e+000, 1.000000000000000e-005, 5.759597375811304e-003, -2.495439231768037e-002, -8.902576061848367e-005, -0.000000000000000e+000, 1.053830734300853e+000, 0.000000000000000e+000
79003, -4.871636017112928e-002, -1.125358317497262e-002, 6.896552212279428e-004, 3.351605472324056e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 6.703210944648111e-001, 1.000000000000000e+000, 1.000000000000000e-005, 5.756944571269657e-003, -2.494289869416714e-002, 1.219614039119093e-004, -0.000000000000000e+000, 1.053590812917721e+000, 0.000000000000000e+000
79004, -4.899786721073075e-002, -9.948267041908050e-003, 0.000000000000000e+000, 3.598819110778213e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 7.197638221556426e-001, 1.000000000000000e+000, 1.000000000000000e-005, 4.590612052319122e-003, -2.265469709917206e-002, -8.262103121079066e-005, -0.000000000000000e+000, 9.996382067799412e-001, 0.000000000000000e+000
79005, -4.899786721986300e-002, -9.948266996579145e-003, 6.896552212279431e-004, 3.598661576735956e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 7.197323153471913e-001, 1.000000000000000e+000, 1.000000000000000e-005, 4.588652775800300e-003, -2.264502810796251e-002, 1.194609987516893e-004, -0.000000000000000e+000, 9.994283488793113e-001, 0.000000000000000e+000
79006, -4.924670449628005e-002, -8.636330852244382e-003, 0.000000000000000e+000, 3.818402123879550e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 7.636804247759100e-001, 1.000000000000000e+000, 1.000000000000000e-005, 3.645251211677922e-003, -2.072063384084990e-002, -7.622921917921520e-005, -0.000000000000000e+000, 9.523992932092328e-001, 0.000000000000000e+000
79007, -4.924670450345970e-002, -8.636330812547015e-003, 6.896552212279435e-004, 3.818213472782296e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 7.636426945564593e-001, 1.000000000000000e+000, 1.000000000000000e-005, 3.643764824363348e-003, -2.071218486333671e-002, 1.176916242116401e-004, -0.000000000000000e+000, 9.522094299598178e-001, 0.000000000000000e+000
79008, -4.946055154798417e-002, -7.318239050094833e-003, 0.000000000000000e+000, 4.021573802602322e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 8.043147605204644e-001, 1.000000000000000e+000, 1.000000000000000e-005, 2.766662216852122e-003, -1.873186368483052e-002, -6.933920236468261e-005, -0.000000000000000e+000, 9.024804827976328e-001, 0.000000000000000e+000
79009, -4.946055155270332e-002, -7.318239016403176e-003, 6.896552212279441e-004, 4.021347573096107e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 8.042695146192214e-001, 1.000000000000000e+000, 1.000000000000000e-005, 2.765547187012174e-003, -1.872431436630928e-002, 1.160522492543508e-004, -0.000000000000000e+000, 9.023040608298919e-001, 0.000000000000000e+000
79010, -4.963688242929336e-002, -5.994606177759564e-003, 0.000000000000000e+000, 4.196274207238991e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 8.392548414477983e-001, 1.000000000000000e+000, 1.000000000000000e-005, 1.971355867026721e-003, -1.635517703047082e-002, -6.133207418147752e-005, -0.000000000000000e+000, 8.409656790514416e-001, 0.000000000000000e+000
79011, -4.963688243260903e-002, -5.994606150095188e-003, 6.896552212279443e-004, 4.196001907949827e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 8.392003815899655e-001, 1.000000000000000e+000, 1.000000000000000e-005, 1.970549659701172e-003, -1.634848843923940e-002, 1.135876053983598e-004, -0.000000000000000e+000, 8.408007892236850e-001, 0.000000000000000e+000
79012, -4.978011805579071e-002, -4.666984200037512e-003, 0.000000000000000e+000, 4.344958247291403e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 8.689916494582806e-001, 1.000000000000000e+000, 1.000000000000000e-005, 1.342644071346262e-003, -1.424949985570669e-002, -5.338305472708625e-005, -0.000000000000000e+000, 7.832621596246719e-001, 0.000000000000000e+000
79013, -4.978011805795821e-002, -4.666984178303520e-003, 6.896552212279446e-004, 4.344648793011989e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 8.689297586023977e-001, 1.000000000000000e+000, 1.000000000000000e-005, 1.342071431950767e-003, -1.424342247026161e-002, 1.117718065248484e-004, -0.000000000000000e+000, 7.831043376520291e-001, 0.000000000000000e+000
